Categoria_App,Copertina,Titolo,Autore,Editore,Anno,Descrizione,Link,Nuovo
Editori Selezionati,https://www.ibs.it/images/9788892250208_0_0_150_0_75.jpg,Il miele e le cipolle,Marco Pozza,San Paolo Edizioni,2026,"Più che di magia, fu gesto d’amore: “Forza, passate!"" Toccò a Mosè, pastore balbuziente, aprire quel Mare diventato proverbio. Quando, però, il popolo si trovò davanti la sabbia invece che l’acqua, scoprì suo malgrado che la libertà è un deserto di possibilità, il paese del rischio. Non riuscì mai, Dio, a completare la sua opera: riuscì solo a tirare via dall’Egitto Israele ma non è ancora riuscito a tirare via dal cuore d’Israele la nostalgia dell’Egitto. Con i Dieci Comandamenti diede loro le istruzioni d’uso della libertà: ne faranno ciò che vorranno, com’è d’uso con il bugiardino ch’è dentro ogni confezione. Restano una bussola per attraversare ogni deserto: a guidare la nave, però, sarà sempre il capitano, mai la bussola. L'autore rilegge l’avventura capitata sul Sinai con lo stile provocatorio che gli è proprio. Illuminato dalla luce delle galere laddove, ancora oggi, la scelta è la stessa: la sicurezza della schiavitù oppure il rischio della libertà.",https://www.ibs.it/miele-cipolle-libro-marco-pozza/e/9788892250208,False
Altri Editori,https://www.ibs.it/images/9788831559065_0_0_150_0_75.jpg,I baci non dati. Nuova ediz.,Ermes Ronchi,Paoline Editoriale Libri,2026,,https://www.ibs.it/baci-non-dati-nuova-ediz-libro-ermes-ronchi/e/9788831559065,False
Editori Selezionati,https://www.ibs.it/images/9791221214604_0_0_150_0_75.jpg,La regola segreta di san Francesco. Sulle tracce di un documento perduto,Barbara Frale,UTET,2026,"Agli inizi del Trecento, a meno di un secolo dalla morte del santo, l’ordine francescano è in guerra. Da una parte i “conventuali”, una fazione diventata ormai ricca e potente, insediata nei palazzi del potere e nelle università; dall’altra gli “spirituali”, un’agguerrita minoranza di frati che accusa i vertici di aver tradito il messaggio originale del fondatore. Al centro della contesa c’è un mistero che dura da un secolo: l’esistenza di una “Regola perduta”, un testo autografo di Francesco d’Assisi, prima che le ingerenze della Curia romana e i compromessi politici ne annacquassero la portata rivoluzionaria. Barbara Frale, storica dell’Archivio Vaticano, attraverso documenti inediti, pergamene dimenticate e protocolli segreti della cancelleria apostolica, ricostruisce la vera storia di quel foglietto “scandaloso” che Francesco portò a Roma nel 1209. Cosa accadde davvero quando il santo si trovò faccia a faccia con Innocenzo III, il papa più potente del Medioevo, tra gli ori e i mosaici del Laterano? Perché quel primo testamento, basato sulla povertà assoluta e sull’imitazione letterale del Vangelo, fu respinto e poi insabbiato per decenni? E quale ruolo giocarono cardinali ambiziosi e manovre di palazzo nel trasformare una fraternità di “pazzi di Dio” in un ordine disciplinato al servizio della Chiesa? Dal “conciliabolo delle latrine” che decise un conclave alle strategie per screditare i testimoni scomodi come Ubertino da Casale e Angelo Clareno, l’autrice svela i retroscena di una battaglia secolare. La Regola segreta di san Francesco non è solo la storia di un documento scomparso, ma il racconto vivido di un dramma umano e politico: la lotta impari tra il sogno radicale di un uomo che voleva vivere “senza nulla di proprio” e la realpolitik di un’istituzione millenaria che governava il mondo intero.",https://www.ibs.it/regola-segreta-di-san-francesco-libro-barbara-frale/e/9791221214604,True
Altri Editori,https://www.ibs.it/images/9788839934796_0_0_150_0_75.jpg,Teologia biblica. Aperture,Paul Beauchamp,Queriniana,2026,,https://www.ibs.it/teologia-biblica-aperture-libro-paul-beauchamp/e/9788839934796,False
Editori Selezionati,https://www.ibs.it/images/9788837240981_0_0_150_0_75.jpg,Confutazione della dottrina di Apollinare. Testo greco a fronte,Gregorio di Nissa (san),Morcelliana,2026,"Composto verso la fine del IV secolo e qui presentato con testo greco a fronte e note di commento, l'Antirrheticus aduersus Apolinarium è il prodotto più maturo della cristologia di Gregorio di Nissa. In esso l'autore confuta l'eresia risalente ad Apollinare di Laodicea, secondo il quale Cristo non avrebbe in sé due nature, divina e umana, ma una sola, divina, che ha assunto un corpo privo di intelletto, sostituendosi a quest'ultimo. Se la carne è consustanziale al Figlio di Dio, ciò significherebbe che Cristo è fin da principio uomo e che a morire in croce fu Dio stesso. Per dimostrare l'empietà di tale dottrina Gregorio cita, spesso letteralmente, passi della Dimostrazione dell'incarnazione divina a somiglianza dell'uomo di Apollinare, conservando così frammenti di un'opera altrimenti quasi interamente perduta. Il percorso argomentativo tracciato conduce a ribadire che Cristo si è reso in tutto simile a noi per poterci rendere simili a lui: Dio, incorporeo e immateriale per essenza, si mescola alla natura umana come un sole che, scendendo ad abitare in una grotta, al suo arrivo dissipa le tenebre.",https://www.ibs.it/confutazione-della-dottrina-di-apollinare-libro-gregorio-di-nissa-san/e/9788837240981,False
Editori Selezionati,https://www.ibs.it/images/9791223801239_0_0_150_0_75.jpg,Vorrei che fossi qui. Variazioni sulla Settimana Santa,Gabriele Vecchione,Piemme,2026,"La Settimana Santa è il cuore del mistero cristiano, il tempo in cui la Parola si fa carne e l'umano e il divino si incontrano, fino a fondersi. È il punto in cui il Vangelo chiede di essere vissuto, oltre che spiegato. In questo libro sorprendente e fuori dagli schemi, l'autore ripercorre l'ultima settimana di Gesù sulla terra, dalla domenica delle Palme alla crocifissione fino alla risurrezione, commentando i passi delle Scritture che accompagnano alla Pasqua tra teologia narrativa, esegesi biblica, storia personale e testimonianze di vita vera. Il racconto evangelico non resta mai sullo sfondo di una devozione astratta: diventa esperienza vissuta, memoria personale, attraversamento della storia. Gabriele Vecchione ha una scrittura essenziale, evocativa e talvolta dura, ancorata al presente, capace di accendere lampi nella mente di chi legge. Quello che ci trasmettono i Vangeli non è una favola antica: è lo specchio di ciò che siamo, della realtà che ci circonda, del modo in cui scegliamo di vivere e dei rapporti che intessiamo. Giorno dopo giorno, in queste pagine, la Settimana Santa diventa rivelazione di qualcosa di più grande, di un oltre in cui sperare: non solo memoria liturgica, ma chiave per comprendere l'inizio, la fine e il «dopo» di ogni esistenza umana. Un libro densissimo di vita vera, di «storie sanguinanti di realtà che regalano realtà ulteriore alla bellezza, già molto reale, della Parola di Dio». Prefazione di Fabio Rosini.",https://www.ibs.it/vorrei-che-fossi-qui-variazioni-libro-gabriele-vecchione/e/9791223801239,True
Altri Editori,https://www.ibs.it/images/9788831558853_0_0_150_0_75.jpg,Dio al crocevia. Come credere nel XXI secolo?,Giovanni Amendola,Paoline Editoriale Libri,2026,,https://www.ibs.it/dio-al-crocevia-come-credere-libro-giovanni-amendola/e/9788831558853,False
Editori Selezionati,https://www.ibs.it/images/9788892249998_0_0_150_0_75.jpg,Breve storia delle eresie (I-VIII secolo),Natale Benazzi,San Paolo Edizioni,2026,"Le eresie — posizioni in contrasto con l’ortodossia apertamente condannate dalla Chiesa — hanno fatto la loro comparsa nella storia già nel I secolo e da allora, in misura e grado differenti, hanno avuto un ruolo nella forgiatura della teologia cattolica, influenzando le riflessioni in seno alla Chiesa e talvolta dando avvio a — o accelerando — processi di discernimento in merito alla dottrina (in particolare sui dogmi). Proprio grazie al pungolo dei movimenti eretici diffusisi in tutto l’Impero romano (d’Occidente e d’Oriente) nel primo millennio dopo Cristo, la Chiesa cattolica ha affrontato, definendone l’interpretazione ortodossa, questioni come la natura umana e divina di Cristo, il legame con la Legge ebraica, la Trinità, il rapporto con le immagini sacre, la vera sostanza dell’Eucaristia. Questo volume ricostruisce le eresie dei primi secoli con l’intento di comprenderle quali come fenomeni religiosi, sociali e culturali nati da tensioni reali all’interno della cristianità. Simone il Mago, Valentino, Ario, Mani; e ancora i sethiani, i “rinuncianti"", i fibioniti, gli adozionisti: sono solo alcuni dei nomi che popolano il variegato mondo delle eresie e che trovano posto in queste pagine.",https://www.ibs.it/breve-storia-delle-eresie-viii-libro-natale-benazzi/e/9788892249998,False
Editori Selezionati,https://www.ibs.it/images/9788892249882_0_0_150_0_75.jpg,Quello che sei per me. Parole sull'intimità,Luigi Maria Epicoco,San Paolo Edizioni,2026,"Questo piccolo libro di don Epicoco è un invito a ritrovare nei brevi tempi delle nostre povere giornate uno spazio per fare, ogni tanto, una “sosta”, un tempo di preghiera, di lettura della Parola e di approfondimento. Le proposte sono quelle di “cinque soste”, cui il lettore è invitato, per prendersi una pausa dal mondo e recuperare l'intimità con Dio, che è figlia di un'intimità sempre da ricordare nei confronti di se stessi.",https://www.ibs.it/quello-che-sei-per-me-libro-luigi-maria-epicoco/e/9788892249882,False
Editori Selezionati,https://www.ibs.it/images/9788892249899_0_0_150_0_75.jpg,Dalla liturgia vissuta. Una testimonianza,Luigi Giussani,San Paolo Edizioni,2026,"In queste pagine don Giussani offre una prospettiva di comprensione e insegna un metodo di lettura capaci di introdurre alla liturgia cristiana così come essa viene vissuta dal popolo di Dio, rispettando pienamente nel medesimo tempo tutta l’ampiezza e la profondità di significato che essa riveste: per la vocazione di ogni fedele e, prima di ogni altra ragione, per la sua stessa natura di opus Dei, di evidenza oggettiva della presenza di Dio quale soggetto della storia. Gli insegnamenti proposti, proprio per la radicalità della prospettiva che dischiudono nell’approfondire il significato della liturgia, si pongono al di sopra perfino del dibattito relativo alla riforma postconciliare, per offrire testi e riflessioni che, attingendo al patrimonio liturgico-teologico sia anteriore che posteriore al Vaticano II, valgono perfettamente per l’epoca attuale.",https://www.ibs.it/dalla-liturgia-vissuta-testimonianza-libro-luigi-giussani/e/9788892249899,False
Altri Editori,https://www.ibs.it/images/9791254782385_0_0_150_0_75.jpg,Polifonia valtortiana. Vol. 2: H-Z,Francesco Di Traglia,Fede & Cultura,2026,,https://www.ibs.it/polifonia-valtortiana-vol-2-h-libro-francesco-di-traglia/e/9791254782385,False
Editori Selezionati,https://www.ibs.it/images/9788892249943_0_0_150_0_75.jpg,La fortuna di essere irrilevanti. Trasformazioni strutturali di una Chiesa dalla quale nessuno o quasi si aspetta più nulla,Armando Matteo,San Paolo Edizioni,2026,"Da questa Chiesa nessuno o quasi si aspetta più nulla. Il cittadino medio occidentale non riconosce più in Gesù e nel suo Vangelo una risorsa feconda per la propria ricerca di felicità. Il cristianesimo, in una parola, è diventato semplicemente irrilevante. Lo è per le generazioni adulte. Lo sta diventando giorno dopo giorno per le generazioni che oggi vengono al mondo. Questa dell’irrilevanza non è certo una buona notizia. Dispiace. Provoca sofferenza, a volte anche risentimento. Ma — ed ecco l’altra faccia della medaglia su cui insiste in modo particolare questo volume — può essere anche l’occasione propizia per mettere mano e cuore a tutte quelle trasformazioni strutturali di cui necessita oggi la Chiesa. A partire dal totale ripensamento dei sacramenti dell’iniziazione cristiana fino all’abbandono della pastorale della consolazione che ha caratterizzato i secoli scorsi. Ora che nessuno si aspetta alcunché da noi, possiamo finalmente operare con coraggio, libertà e passione per ritornare ad essere quello che semplicemente dobbiamo essere come Chiesa: luogo in cui tutti possono innamorarsi di Gesù e del suo Vangelo e condividere la gioia di questo incontro con gli altri. Non sciupiamo dunque questa nostra fortuna di essere irrilevanti!",https://www.ibs.it/fortuna-di-essere-irrilevanti-trasformazioni-libro-armando-matteo/e/9788892249943,False
Altri Editori,https://www.ibs.it/images/9788882276690_0_0_150_0_75.jpg,Una città posta sul monte. Regole monastiche per la Grande Lavra e altri documenti,Atanasio l'Atonita,Qiqajon,2026,,https://www.ibs.it/citta-posta-sul-monte-regole-libro-atanasio-l-atonita/e/9788882276690,False
Editori Selezionati,https://www.ibs.it/images/9788858160817_0_0_150_0_75.jpg,"I grandi iniziati. Rama, Krishna, Ermete, Mosè, Orfeo, Pitagora, Platone, Gesù. Breve storia segreta delle religioni",Édouard Schuré,Laterza,2026,"Un classico, tradotto in tutte le principali lingue europee. Rama, Krishna, Ermete, Mosè, Orfeo, Pitagora, Platone, Gesù: i protagonisti dell’opera sono i personaggi chiave delle principali tradizioni religiose dell’antichità. Una geografia e una storia che spaziano dalle prime civiltà indiane a quella egizia, dallo stabilirsi della legge mosaica presso gli antichi ebrei alla vita di Gesù.",https://www.ibs.it/grandi-iniziati-rama-krishna-ermete-libro-edouard-schure/e/9788858160817,False
Altri Editori,https://www.ibs.it/images/9788838255625_0_0_150_0_75.jpg,La trinità e il mondo nelle «Collationes in Hexaëmeron» di Bonaventura da Bagnoregio,Matteo Curina,Studium,2026,,https://www.ibs.it/trinita-mondo-nelle-collationes-in-libro-matteo-curina/e/9788838255625,False
Altri Editori,https://www.ibs.it/images/9788834019337_0_0_150_0_75.jpg,"Corpo trasparente, mondo luminoso. Lo yoga tantrico della sensazione e della percezione",Rupert Spira,Astrolabio Ubaldini,2026,,https://www.ibs.it/corpo-trasparente-mondo-luminoso-yoga-libro-rupert-spira/e/9788834019337,False
Altri Editori,https://www.ibs.it/images/9791281618558_0_0_150_0_75.jpg,Dio parla al cuore. Le parabole di Gesù,Ernesto Della Corte,Edizioni RnS,2026,,https://www.ibs.it/dio-parla-al-cuore-parabole-libro-ernesto-della-corte/e/9791281618558,False
Altri Editori,https://www.ibs.it/images/9791259755919_0_0_150_0_75.jpg,Frate Francesco. Stella di un mattino che non tramonta,Fabio Nardelli,Tau,2026,,https://www.ibs.it/frate-francesco-stella-di-mattino-libro-fabio-nardelli/e/9791259755919,False
Altri Editori,https://www.ibs.it/images/9791259755889_0_0_150_0_75.jpg,La bellezza dell'educare. Far fiorire l'umano nel tempo delle ombre,Ezio Aceti,Tau,2026,,https://www.ibs.it/bellezza-dell-educare-far-fiorire-libro-ezio-aceti/e/9791259755889,False
Altri Editori,https://www.ibs.it/images/9791256750726_0_0_150_0_75.jpg,Il giorno della rinascita. Riscoprire il sacramento del battesimo con le parole di papa Francesco,Luciano Marotta,Effatà Editrice,2026,,https://www.ibs.it/giorno-della-rinascita-riscoprire-sacramento-libro-luciano-marotta/e/9791256750726,False
Editori Selezionati,https://www.ibs.it/images/9788892249936_0_0_150_0_75.jpg,"La Profezia del servo. Il Deutero-Isaia, annuncio di speranza (Is 40-55)",Anna Maria Cànopi,San Paolo Edizioni,2026,"Il volume propone una lettura meditata dei capitoli 40 — 55 del libro di Isaia, attribuiti al cosiddetto deutero-Isaia. È un testo che nasce come parola di consolazione rivolta agli esuli d’Israele, ma che conserva tutta la sua attualità per l’uomo contemporaneo. Con un linguaggio poetico e profetico, Isaia annuncia il Dio che libera e rinnova: il Dio che si manifesta nel Servo sofferente, prefigurazione del Cristo, Agnello mite che accetta di portare su di sé il dolore dell’umanità e di farsi radice divelta per restituire vita. Il libro è un invito ad accogliere la Parola che consola e salva, a lasciarsi raggiungere da un annuncio che non parla solo a Israele, ma a ogni uomo e a ogni tempo: il Signore è vicino, viene incontro al suo popolo con la forza discreta dell’amore, capace di trasformare la nostra aridità interiore in giardino fiorito di grazia.",https://www.ibs.it/profezia-del-servo-deutero-isaia-libro-anna-maria-canopi/e/9788892249936,False
Altri Editori,https://www.ibs.it/images/9788884249029_0_0_150_0_75.jpg,La Bibbia svelata. L'arte illumina le Scritture. Ediz. a colori,Alfredo Tradigo,Mimep-Docete,2026,,https://www.ibs.it/bibbia-svelata-arte-illumina-scritture-libro-alfredo-tradigo/e/9788884249029,False
Altri Editori,https://www.ibs.it/images/9788851431389_0_0_150_0_75.jpg,Incontri in spirito e verità. Personaggi del Vangelo di Giovanni,"Roberto Seregni,Giuseppe Di Stefano",Ancora,2026,,https://www.ibs.it/incontri-in-spirito-verita-personaggi-libro-roberto-seregni-giuseppe-di-stefano/e/9788851431389,False
Altri Editori,https://www.ibs.it/images/9788838256035_0_0_150_0_75.jpg,Studium (2025). Vol. 4: Jane Austen 250: un classico tra passato e presente,N/D,Studium,2026,,https://www.ibs.it/studium-2025-vol-4-jane-libro-vari/e/9788838256035,False
Altri Editori,https://www.ibs.it/images/9788827012772_0_0_150_0_75.jpg,"Io, frate Francesco. Vol. 5: L' eredità",Pietro Maranesi,Porziuncola,2026,,https://www.ibs.it/io-frate-francesco-vol-5-libro-pietro-maranesi/e/9788827012772,False
Altri Editori,https://www.ibs.it/images/9788825061413_0_0_150_0_75.jpg,Credereoggi. Vol. 272: Esplorando la mente umana,N/D,EMP - Edizioni Messaggero Padova,2026,,https://www.ibs.it/credereoggi-vol-272-esplorando-mente-libro-vari/e/9788825061413,False
Altri Editori,https://www.ibs.it/images/9788825060683_0_0_150_0_75.jpg,Dire sì alla vita per essere ok. Giovani per una vita raggiante,Donato Allegretti,EMP - Edizioni Messaggero Padova,2026,,https://www.ibs.it/dire-si-alla-vita-per-libro-donato-allegretti/e/9788825060683,False
Altri Editori,https://www.ibs.it/images/9782366774306_0_0_150_0_75.jpg,Le dieu de nos pères. Le grand roman de la Bible,Aldo Cazzullo,Gremese Editore,2026,,https://www.ibs.it/dieu-de-nos-peres-grand-libro-aldo-cazzullo/e/9782366774306,False
Editori Selezionati,https://www.ibs.it/images/9791222326443_0_0_150_0_75.jpg,Le stanze fondamentali della via di mezzo. Mulamadhyamakakarika. Il capolavoro filosofico del buddhismo indiano,Nagarjuna,Mimesis,2026,"Le stanze fondamentali della via di mezzo fa di Nagarjuna il più celebre filosofo del buddhismo Mahayana. L’opera ha attraversato i secoli, le regioni asiatiche e, più di recente, le nostre sponde occidentali informando di sé dottrine, scuole e orientamenti dei più disparati buddhismi, penetrando progressivamente dall’India nei contesti filosofico-religiosi cinese, giapponese e tibetano. L’insegnamento buddhista della vacuità trova in questo testo una trattazione dialettico-critica articolata, incisiva e spaesante e impone ai lettori di ripensare nell’orizzonte dell’interdipendenza universale nozioni cruciali della filosofia e della religione: il sé e il mondo, l’azione e i suoi frutti, l’essere e il non essere, la verità e la realtà, la sofferenza e la liberazione.",https://www.ibs.it/stanze-fondamentali-della-via-di-libro-nagarjuna/e/9791222326443,False
Altri Editori,https://www.ibs.it/images/9788836165681_0_0_150_0_75.jpg,"I misteri dell'antica Roma. Dèi, riti e segreti dalla Repubblica all'Impero",Rebecca Stagno,DIARKOS,2026,,https://www.ibs.it/misteri-dell-antica-roma-dei-libro-rebecca-stagno/e/9788836165681,False
Altri Editori,https://www.ibs.it/images/9791256751068_0_0_150_0_75.jpg,Riattivare papa Francesco,N/D,Effatà Editrice,2026,,https://www.ibs.it/riattivare-papa-francesco-libro-vari/e/9791256751068,False
Altri Editori,https://www.ibs.it/images/9788867951864_0_0_150_0_75.jpg,La sorgente della filosofia buddista,Daisaku Ikeda,Esperia,2026,,https://www.ibs.it/sorgente-della-filosofia-buddista-libro-daisaku-ikeda/e/9788867951864,False
Altri Editori,https://www.ibs.it/images/9791282386142_0_0_150_0_75.jpg,Kosmos nel Vangelo di Giovanni. Il mondo per il quale il Figlio dell'uomo è stato inviato,Giuseppe Russo,La Forgia Press,2026,,https://www.ibs.it/kosmos-nel-vangelo-di-giovanni-libro-giuseppe-russo/e/9791282386142,False
Altri Editori,https://www.ibs.it/images/9791281553934_0_0_150_0_75.jpg,I Vangeli della guarigione e della cura,Stefano Vuaran,Editoriale Romani,2026,,https://www.ibs.it/vangeli-della-guarigione-della-cura-libro-stefano-vuaran/e/9791281553934,False
Altri Editori,https://www.ibs.it/images/9791256961580_0_0_150_0_75.jpg,"Ricardo, corazón fuerte",Ho Hanan,Europa Ediciones,2026,,https://www.ibs.it/ricardo-corazon-fuerte-libro-ho-hanan/e/9791256961580,False
Altri Editori,https://www.ibs.it/images/9791256830459_0_0_150_0_75.jpg,Demonomania degli stregoni,Jean Bodin,Anguana Edizioni,2026,,https://www.ibs.it/demonomania-degli-stregoni-libro-jean-bodin/e/9791256830459,False
Altri Editori,https://www.ibs.it/images/9791256393121_0_0_150_0_75.jpg,Più forti della sofferenza,Claudio Soldavini,Editrice Shalom,2026,,https://www.ibs.it/piu-forti-della-sofferenza-libro-claudio-soldavini/e/9791256393121,True
Altri Editori,https://www.ibs.it/images/9791255083375_0_0_150_0_75.jpg,Assisi. Dove anche le pietre sono parole. Itinerario artistico / spirituale sulle orme di San Francesco,Romeo Maggioni,Velar,2026,,https://www.ibs.it/assisi-dove-anche-pietre-sono-libro-romeo-maggioni/e/9791255083375,True
Altri Editori,https://www.ibs.it/images/9788898999927_0_0_150_0_75.jpg,Le perle del re,Lee Domingue,Eternity Libri,2026,,https://www.ibs.it/perle-del-re-libro-lee-domingue/e/9788898999927,False
Altri Editori,https://www.ibs.it/images/9788893189484_0_0_150_0_75.jpg,Sono qui per guarirti. Charbel il santo amico. Nuova ediz.,Patrizia Cattaneo,Edizioni Segno,2026,,https://www.ibs.it/sono-qui-per-guarirti-charbel-libro-patrizia-cattaneo/e/9788893189484,False
Altri Editori,https://www.ibs.it/images/9788892725904_0_0_150_0_75.jpg,Pensiero del giorno,Sai Baba,OM,2026,,https://www.ibs.it/pensiero-del-giorno-libro-sai-baba/e/9788892725904,False
Altri Editori,https://www.ibs.it/images/9788888392318_0_0_150_0_75.jpg,Il mistero della resurrezione alla luce,N/D,Widar,2026,,https://www.ibs.it/mistero-della-resurrezione-alla-luce-libro-vari/e/9788888392318,False
Altri Editori,https://www.ibs.it/images/9788872637227_0_0_150_0_75.jpg,Beata Maria Vergine Regina Apuliae. Commento teologico-pastorale ai testi della Santa Messa della solennità mariana,Antonio Musca,VivereIn,2026,,https://www.ibs.it/beata-maria-vergine-regina-apuliae-libro-antonio-musca/e/9788872637227,True
Altri Editori,https://www.ibs.it/images/9788865602423_0_0_150_0_75.jpg,Obbligati a vivere,Enrico Gariboldi,& MyBook,2026,,https://www.ibs.it/obbligati-a-vivere-libro-enrico-gariboldi/e/9788865602423,False
Altri Editori,https://www.ibs.it/images/9788860996565_0_0_150_0_75.jpg,Nel cuore della pace. Giustizia sociale e spiritualità profetica,Stefano Zecchi,Gabrielli Editori,2026,,https://www.ibs.it/nel-cuore-della-pace-giustizia-libro-stefano-zecchi/e/9788860996565,False
Altri Editori,https://www.ibs.it/images/9788859625360_0_0_150_0_75.jpg,Il fenomeno delle reliquie. Nella storia nella letteratura e nella dottrina della chiesa,"Anna Agostini,Franco Biagioni,Maria Valbonesi",Polistampa,2026,,https://www.ibs.it/fenomeno-delle-reliquie-nella-storia-libro-vari/e/9788859625360,False
Altri Editori,https://www.ibs.it/images/9788855434843_0_0_150_0_75.jpg,"Laurence Feininger. Art, music, devotion",Giuseppe Calliari,LIM,2026,,https://www.ibs.it/laurence-feininger-art-music-devotion-libro-giuseppe-calliari/e/9788855434843,False
Altri Editori,https://www.ibs.it/images/9788849889239_0_0_150_0_75.jpg,Il maestro Perosi e don Orione. Amicizia d'arte e di fede,Flavio Peloso,Rubbettino,2026,,https://www.ibs.it/maestro-perosi-don-orione-amicizia-libro-flavio-peloso/e/9788849889239,False
Altri Editori,https://www.ibs.it/images/9788832715583_0_0_150_0_75.jpg,Comunità sport spiritualità. Pensare fuori le mura,Antonio Lucente,AVE,2026,,https://www.ibs.it/comunita-sport-spiritualita-pensare-fuori-libro-antonio-lucente/e/9788832715583,True
Altri Editori,https://www.ibs.it/images/9788831129572_0_0_150_0_75.jpg,Il cielo dentro di me. Parole dal silenzio del deserto,Fabio Ciardi,Città Nuova,2026,,https://www.ibs.it/cielo-dentro-di-me-parole-libro-fabio-ciardi/e/9788831129572,True
Altri Editori,https://www.ibs.it/images/9788830820135_0_0_150_0_75.jpg,Il mistero di Cristo. La mente umana e il progetto di Dio: un possibile punto di incontro tra scienza e teologia,N/D,Cittadella,2026,,https://www.ibs.it/mistero-di-cristo-mente-umana-libro-vari/e/9788830820135,False
Altri Editori,https://www.ibs.it/images/9788830820067_0_0_150_0_75.jpg,Chiamati per compassione e inviati per misericordia. Un tentativo di lettura per la vita consacrata di oggi,Cecilia Joo Young Park,Cittadella,2026,,https://www.ibs.it/chiamati-per-compassione-inviati-per-libro-cecilia-joo-young-park/e/9788830820067,False
Editori Selezionati,https://www.ibs.it/images/9788826610740_0_0_150_0_75.jpg,Annuarium statisticum 2024,N/D,Libreria Editrice Vaticana,2026,,https://www.ibs.it/annuarium-statisticum-2024-libro-vari/e/9788826610740,False
Altri Editori,https://www.ibs.it/images/9791282460101_0_0_150_0_75.jpg,Iniziazione all'eros sacro. Simboli e vie di trasformazione del desiderio,Alessandro Rusticelli,Fontana Editore,2026,,https://www.ibs.it/iniziazione-all-eros-sacro-simboli-libro-alessandro-rusticelli/e/9791282460101,False
Altri Editori,https://www.ibs.it/images/9791224439462_0_0_150_0_75.jpg,The coming prince. The seventieth week of Daniel and the coming Antichrist,Sir Robert Anderson,StreetLib,2026,,https://www.ibs.it/the-coming-prince-the-seventieth-libro-sir-robert-anderson/e/9791224439462,False
Altri Editori,https://www.ibs.it/images/9791224033448_0_0_150_0_75.jpg,Libertà e inevitabilità,"Larisa Aleksandrovna Seklitova,Strelnikova Lyudmila Leonovna",Youcanprint,2026,,https://www.ibs.it/liberta-inevitabilita-libro-larisa-aleksandrovna-seklitova-strelnikova-lyudmila-leonovna/e/9791224033448,True
Altri Editori,https://www.ibs.it/images/9791222607948_0_0_150_0_75.jpg,Um livro didático de teosofia,C.W. Leadbeater,Alemar,2026,,https://www.ibs.it/um-livro-didatico-de-teosofia-libro-cw-leadbeater/e/9791222607948,True
Altri Editori,https://www.ibs.it/images/9791222607887_0_0_150_0_75.jpg,Manuel de théosophie,C.W. Leadbeater,Alemar,2026,,https://www.ibs.it/manuel-de-theosophie-libro-cw-leadbeater/e/9791222607887,False
Altri Editori,https://www.ibs.it/images/9791222607801_0_0_150_0_75.jpg,Ein Lehrbuch der Theosophie,C.W. Leadbeater,Alemar,2026,,https://www.ibs.it/ein-lehrbuch-der-theosophie-libro-cw-leadbeater/e/9791222607801,False
Altri Editori,https://www.ibs.it/images/9791298618688_0_0_150_0_75.jpg,The Five Daily Prayers: Father & Son,Abu Harith Migliore,Abu Harith Publications,2026,,https://www.ibs.it/the-five-daily-prayers-father-libro-abu-harith-migliore/e/9791298618688,False
Altri Editori,https://www.ibs.it/images/9791282377157_0_0_150_0_75.jpg,"Il peso della croce. Figure bibliche, ferite che ci abitano",Alberto Ferrara,Edizioni &100,2026,,https://www.ibs.it/peso-della-croce-figure-bibliche-libro-alberto-ferrara/e/9791282377157,False
Altri Editori,https://www.ibs.it/images/9791257440510_0_0_150_0_75.jpg,Un selvaggio di nome Caino,Gennaro Maria Guaccio,Macabor,2026,,https://www.ibs.it/selvaggio-di-nome-caino-libro-gennaro-maria-guaccio/e/9791257440510,True
Altri Editori,https://www.ibs.it/images/9791224325512_0_0_150_0_75.jpg,Il profumo dell'onestà. Il beato Rosario Angelo Livatino: un uomo cristianamente realizzato. Atti del convegno. Agrigento 27 novembre 2025,"Alessandro Damiano,Vincenzo Bertolone,,Luigi D'Angelo",Biblioteca Lucchesiana,2026,,https://www.ibs.it/profumo-dell-onesta-beato-rosario-libro-vari/e/9791224325512,False
Altri Editori,https://www.ibs.it/images/9788895561363_0_0_150_0_75.jpg,Voci del cammino,Alberto Campalani,Arca Edizioni,2026,,https://www.ibs.it/voci-del-cammino-libro-alberto-campalani/e/9788895561363,True
Altri Editori,https://www.ibs.it/images/9791256651030_0_0_150_0_75.jpg,Fratello del precedente,Jean-Bertrand Pontalis,Alpes Italia,2026,,https://www.ibs.it/fratello-del-precedente-libro-jean-bertrand-pontalis/e/9791256651030,False
Altri Editori,https://www.ibs.it/images/9788864437705_0_0_150_0_75.jpg,Caro Fagioli. Caro Forcella,N/D,L'Asino d'Oro,2026,,https://www.ibs.it/caro-fagioli-caro-forcella-libro-vari/e/9788864437705,False
